file_name,l(real)_1,a(real)_1,b(real)_1,l(real)_2,a(real)_2,b(real)_2,l(real)_3,a(real)_3,b(real)_3,l(real)_4,a(real)_4,b(real)_4,l(real)_5,a(real)_5,b(real)_5,l_1,a_1,b_1,l_2,a_2,b_2,l_3,a_3,b_3,l_4,a_4,b_4,l_5,a_5,b_5
000000572756.jpg,0.8029613847031943,0.5914084422927489,0.3849737275496864,0.8570398624086079,0.6180434182061185,0.4184837774479264,0.700595440960273,0.6023487402724061,0.43203321750633106,0.4534031503346052,0.4827250888662912,0.39371537410398977,0.9452099504015772,0.5199670641071472,0.46990660137508666,0.33596034755952286,0.5685642167921208,0.37593757734043914,0.6113272047089198,0.6076151218791341,0.4318334842187135,0.6585600054576805,0.5635671094496381,0.3586613549054435,0.44573040961310684,0.6129468767786167,0.48383353390676426,0.14918439056363028,0.5588565620265539,0.4622465331699082
000000562160.jpg,0.7503833185150195,0.5107947188182663,0.5872363010009408,0.6616421900791701,0.6809279953633751,0.7646706889679665,0.43781206009096957,0.6746207251320995,0.6405087263703585,0.0,0.5019607843137255,0.5019607843137255,0.9973117950424443,0.4952357534849413,0.5164867292613019,0.8093431944410728,0.4957654905854374,0.4843931582577673,0.1567559150760396,0.6161145476112397,0.5842869301394891,0.1337015857539356,0.5114479331707263,0.47232180946949004,0.5390097541834434,0.541908131637085,0.6328233328129509,0.4281958077241341,0.7123203393666805,0.7055677874744966
000000556123.jpg,0.2712591760776978,0.5323951742701631,0.5027434565403569,0.17441052614758312,0.5244540041581356,0.5018529788871039,0.36042765984284736,0.5328020120691334,0.5341884044859239,0.7500600331625148,0.3220329857849086,0.7606161176277276,0.7192929069514734,0.49347638588586257,0.5305574151663198,0.17149886510349505,0.5038008056955214,0.5116384380703254,0.48190059275988234,0.4065359163073126,0.5977045415713546,0.5402027610043667,0.49600460479779646,0.5141274305189685,0.793946467468281,0.4784802192466135,0.5338568378556375,0.8333710687814638,0.3894858290949616,0.6176306606962653
000000547938.jpg,0.3219694339046418,0.49949612420296213,0.5037314187913428,0.19490834304193386,0.4620878198445738,0.5340996454017463,0.29543473880690757,0.4368498209925807,0.5576004892331718,0.8042743145016495,0.49392210327136377,0.5431593354735209,0.5616443320273848,0.7935917040926229,0.6593796842012188,0.10987156791342667,0.47266522820682544,0.4968733774112897,0.8302713586995409,0.5037773841417722,0.5232219791012767,0.20989241962780608,0.4496874213949789,0.5512945435410029,0.4493436586189491,0.5104518333539515,0.5116589659260926,0.40788866749050706,0.46774125251875187,0.6458150830953853
000000537131.jpg,0.0,0.5019607843137255,0.5019607843137255,0.6163505191745142,0.6494093680953715,0.7403118801227462,0.38878982703463355,0.732679516067802,0.5843997836466308,0.9839848519150781,0.5054261859490131,0.4926178777015775,0.8159385151649624,0.5139796203778237,0.6233913077328693,0.18205520422270258,0.627306576448687,0.5783104752357763,0.8356129687161059,0.4744918627480914,0.49897360496811166,0.08124372915082936,0.5198987610511606,0.506852738508996,0.3786182423165241,0.6045533047125394,0.6321884518938095,0.5023944191660568,0.535552871755922,0.5339010631340614
000000535871.jpg,0.7677363582541195,0.481676087145474,0.4704591402121789,0.8070957406658382,0.5048515436637551,0.494166013161415,0.7154696508972853,0.5041792723889469,0.49596873639742006,0.410415145853303,0.45457419720723025,0.5389734886803725,0.5251499287290275,0.6232593585285368,0.5284614505002866,0.2886520386158354,0.46344448664013455,0.5726882471295939,0.7793055319118848,0.5016020924364387,0.5052984541421246,0.6651132716926802,0.500717467831373,0.49936434114792394,0.42923988665492047,0.49568925434731437,0.5042229022623955,0.10651436334877346,0.4865750196041296,0.5217615831426907
000000525322.jpg,0.8988593012754361,0.5027594967995586,0.49578659793479957,0.5374621819812297,0.4980315328238529,0.32971073135869666,0.6926762720180707,0.5176347538381528,0.7259681355714239,0.6446438764559587,0.28855793841123056,0.717174544082686,0.0,0.5019607843137255,0.5019607843137255,0.4289111043238161,0.5101418731815035,0.35215955310508495,0.08704641904833668,0.5074794845801263,0.4673135182050249,0.36163365069532155,0.5036019610381502,0.6099734166695001,0.7050272389496492,0.46437626864953596,0.43615248370110116,0.36673343204512315,0.5185261123293774,0.35561615049393913
000000515814.jpg,0.6258798992747643,0.4897693531838556,0.5047171693488864,0.8532519504617356,0.48142293638401934,0.6526141758384323,0.24712852376981773,0.4698427188486839,0.45597868659546476,0.8557325714523119,0.4713169897882816,0.4697379120307655,0.5375173719836138,0.8104583393600795,0.7623636148488023,0.6809176032060626,0.48784941732540044,0.4869103789762417,0.3556961992900951,0.6441730245190268,0.6237711593039268,0.6498147058078797,0.526064989036669,0.659805464307588,0.09298481293993319,0.49841583239141757,0.48434591743982697,0.39285095645710905,0.49733485122485277,0.5100073889047702
000000504873.jpg,0.9842753654903988,0.4996002920890147,0.4926845372848845,0.30635160976940673,0.4651695386206954,0.5293669432926535,0.9722744725544215,0.4868379224561749,0.5788632340197337,0.1842420077914084,0.5171500283217113,0.5047297190401309,0.4140932646752556,0.4638724043366497,0.5268886111754647,0.35449360792093765,0.46361668063097805,0.5661170236679494,0.8313470010133855,0.5112962358684393,0.5850499328520324,0.4223307563353869,0.5078253089936725,0.48502350041542525,0.10590187715014125,0.49433830490938224,0.5033073060042073,0.7021064861504587,0.5073806497427599,0.615486750080061
000000489541.jpg,0.0,0.5019607843137255,0.5019607843137255,0.6064701560712181,0.7372367508797641,0.7493815247943457,0.3930086831243841,0.5008307504072185,0.3561594644853513,0.3506737782891083,0.44305210720929133,0.4526290392287693,0.98179395037661,0.5015850825184214,0.491257073180688,0.37887896280304,0.5240081468244868,0.33377377685326215,0.307124030789306,0.48208098502047947,0.43165574512395344,0.8920015583099524,0.5010800672416911,0.5346098483426297,0.4979894789896334,0.6702325233798004,0.6809470611680637,0.24938106234834856,0.5265912741864431,0.36692141861163746
000000475330.jpg,0.841897663052441,0.4577177430101029,0.8050272479487436,0.626155709421002,0.7224621159802099,0.7017505729001389,0.3682057338561838,0.5237529205462301,0.5457582319439058,0.4577281204476268,0.5272800618470198,0.5530526934728565,0.7169698733827852,0.48690905202538365,0.550716560580834,0.28573129829773747,0.6823293741756413,0.615862041317927,0.3367610412510054,0.5968414927687586,0.6078609805957923,0.0777285195657812,0.519109087549834,0.5206564287857994,0.5199810689227125,0.7411797530721987,0.7140166366933215,0.670997886045752,0.5163917379954444,0.634258113373652
000000471452.jpg,0.7702318117825642,0.5565728511364464,0.5846384111042975,0.8120506988021116,0.48139194541986163,0.5431463630326097,0.4633277116168014,0.317511165869496,0.6771874827617452,0.567376973484689,0.3370677461455506,0.660266508683914,0.0,0.5019607843137255,0.5019607843137255,0.14314047452010206,0.4851451536839217,0.5399708801289446,0.32936081782960663,0.3620043541131776,0.6532975614280881,0.6285669574727172,0.4743336490778753,0.5891758722927815,0.39479971731065433,0.3467922782284822,0.674891366372666,0.26045866769402354,0.38627368817286895,0.6290599560537855
